"","X","Dem_state","Dem_gender","dem_ageG","Dem_edu","Dem_employment","Dem_maritalstatus","Dem_islolation","isoladult","isolkids","TstressW"
"963",963,"Michoacán","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",28
"964",964,"Jalisco","Hombres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",26
"965",965,"CDMX","Mujeres","31 - 40","Licenciatura trunca","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",25
"966",966,"CDMX","Mujeres","31 - 40","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",30
"967",967,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",25
"968",968,"Michoacán","Hombres","31 - 40","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","No","No",42
"969",969,"CDMX","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",22
"970",970,"Estado de México","Mujeres","21 - 30","Licenciatura trunca","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",33
"971",971,"Aguascalientes","Hombres","41 - 50","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí",NA,28
"972",972,"Michoacán","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","Sí",37
"973",973,"Querétaro","Hombres","51 - 60","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",21
"974",974,"Nuevo León","Hombres","41 - 50","Licenciatura","Sin empleo","Soltera(o)","En aislamiento","Sí","No",37
"975",975,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",33
"976",976,"Oaxaca","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",30
"977",977,"Querétaro","Otro/Prefiere no decir","21 - 30","Posgrado","Estudiante","Casada(o)/en unión libre","En aislamiento","Sí","No",27
"978",978,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",23
"979",979,"CDMX","Hombres","21 - 30","Licenciatura trunca","Auto empleo","Soltera(o)","En aislamiento","Sí","No",29
"980",980,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",23
"981",981,"Zacatecas","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",24
"982",982,"CDMX","Mujeres","31 - 40","Licenciatura trunca","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",32
"983",983,"Jalisco","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",23
"984",984,"Jalisco","Mujeres","21 - 30","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",29
"985",985,"Jalisco","Hombres","61 - 70","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí",NA,14
"986",986,"Veracruz","Mujeres","31 - 40","Posgrado","Auto empleo","Soltera(o)","En aislamiento","No","No",20
"987",987,"Estado de México","Mujeres","41 - 50","Bachillerato ","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores",NA,NA,21
"988",988,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",23
"989",989,"Michoacán","Mujeres","31 - 40","Licenciatura trunca","Empleo de tiempo parcial","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","No","No",31
"990",990,"Nuevo León","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Otro/prefiere no decir","En aislamiento","No","No",30
"991",991,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",45
"992",992,"Morelos","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",30
"993",993,"Estado de México","Hombres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",40
"994",994,"Morelos","Hombres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",20
"995",995,"CDMX","Hombres","51 - 60","Licenciatura trunca","Empleo de tiempo parcial","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",22
"996",996,"Jalisco","Mujeres","31 - 40","Posgrado","Sin empleo","Soltera(o)","La vida sigue sin cambios",NA,NA,40
"997",997,"Jalisco","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",24
"998",998,"CDMX","Hombres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",15
"999",999,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",32
"1000",1000,"Jalisco","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",33
"1001",1001,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",44
"1002",1002,"Colima","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",29
"1003",1003,"Quintana Roo","Hombres","61 - 70","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","No",NA,14
"1004",1004,NA,"Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",32
"1005",1005,"Jalisco","Hombres","31 - 40","Posgrado","Estudiante","Soltera(o)","En aislamiento","Sí","No",30
"1006",1006,"Colima","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",27
"1007",1007,"CDMX","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",23
"1008",1008,"Guanajuato","Hombres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",33
"1009",1009,"CDMX","Hombres","61 - 70","Posgrado","Auto empleo","Soltera(o)","En aislamiento","No","No",28
"1010",1010,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",35
"1011",1011,"Yucatán","Hombres","31 - 40","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",27
"1012",1012,"CDMX","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",32
"1013",1013,"Colima","Mujeres","31 - 40","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",35
"1014",1014,"Estado de México","Mujeres","21 - 30","Bachillerato ","Auto empleo","Otro/prefiere no decir","En aislamiento","Sí",NA,41
"1015",1015,"Jalisco","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",21
"1016",1016,"Nuevo León","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",25
"1017",1017,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",30
"1018",1018,"Hidalgo","Hombres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","En aislamiento","Sí","No",39
"1019",1019,"Jalisco","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",26
"1020",1020,"Jalisco","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",29
"1021",1021,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",37
"1022",1022,"Nuevo León","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",36
"1023",1023,"Puebla","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",25
"1024",1024,"Sinaloa","Hombres","31 - 40","Posgrado","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",23
"1025",1025,"Guanajuato","Hombres","51 - 60","Licenciatura trunca","Auto empleo","Otro/prefiere no decir","En aislamiento","Sí","No",18
"1026",1026,"Estado de México","Hombres","41 - 50","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",29
"1027",1027,"CDMX","Mujeres","41 - 50","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","No","No",20
"1028",1028,"San Luis Potosí","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","Sí",28
"1029",1029,"Estado de México","Mujeres","70 o más","Posgrado","Empleo de tiempo completo","Otro/prefiere no decir","La vida sigue con cambios menores","Sí","No",24
"1030",1030,"Zacatecas","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",29
"1031",1031,"Veracruz","Mujeres","31 - 40","Posgrado","Estudiante","Soltera(o)","En aislamiento","Sí","No",30
"1032",1032,"Puebla","Mujeres","31 - 40","Posgrado","Auto empleo","Soltera(o)","En aislamiento","Sí","Sí",30
"1033",1033,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",26
"1034",1034,"Nuevo León","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",19
"1035",1035,"Estado de México","Mujeres","61 - 70","Licenciatura","Retirado-Jubilado","Divorciada(o)/viuda(o)","La vida sigue con cambios menores",NA,NA,30
"1036",1036,"Coahuila","Mujeres","31 - 40","Licenciatura","Empleo de tiempo parcial","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",12
"1037",1037,"CDMX","Hombres","21 - 30","Bachillerato ","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",35
"1038",1038,"Jalisco","Hombres","61 - 70","Posgrado","Retirado-Jubilado","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",18
"1039",1039,"Querétaro","Hombres","41 - 50","Licenciatura","Auto empleo","Divorciada(o)/viuda(o)","La vida sigue sin cambios","Sí",NA,27
"1040",1040,"CDMX","Hombres","61 - 70","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",22
"1041",1041,"Jalisco","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",32
"1042",1042,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",35
"1043",1043,"Querétaro","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",34
"1044",1044,"Veracruz","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",27
"1045",1045,"Jalisco","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",42
"1046",1046,"Yucatán","Mujeres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",26
"1047",1047,"CDMX","Hombres","21 - 30","Licenciatura trunca","Empleo de tiempo parcial","Soltera(o)","En aislamiento","No","No",42
"1048",1048,"Guanajuato","Mujeres","41 - 50","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",24
"1049",1049,"CDMX","Hombres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","La vida sigue con cambios menores","Sí","No",21
"1050",1050,"Estado de México","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","Sí",31
"1051",1051,"Estado de México","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",21
"1052",1052,"Estado de México","Mujeres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",24
"1053",1053,"Estado de México","Hombres","21 - 30","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",41
"1054",1054,"Estado de México","Mujeres","51 - 60","Posgrado","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",20
"1055",1055,"Jalisco","Mujeres","61 - 70","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento",NA,"No",22
"1056",1056,"Jalisco","Hombres","41 - 50","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",25
"1057",1057,"Morelos","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",20
"1058",1058,"Puebla","Mujeres","61 - 70","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue sin cambios","Sí","No",26
"1059",1059,"CDMX","Mujeres","21 - 30","Licenciatura","Estudiante","Casada(o)/en unión libre","En aislamiento","Sí","No",35
"1060",1060,"Veracruz","Mujeres","20 o menos","Licenciatura","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",36
"1061",1061,"Aguascalientes","Hombres","51 - 60","Posgrado","Empleo de tiempo parcial","Soltera(o)","La vida sigue con cambios menores","No","No",29
"1062",1062,"Aguascalientes","Mujeres","31 - 40","Posgrado","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",29
"1063",1063,"CDMX","Hombres","31 - 40","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",36
"1064",1064,"Baja California Sur","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",31
"1065",1065,"Veracruz","Mujeres","20 o menos","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",28
"1066",1066,"CDMX","Hombres","21 - 30","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento",NA,NA,29
"1067",1067,"Veracruz","Mujeres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",29
"1068",1068,"Tlaxcala","Mujeres","31 - 40","Licenciatura","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",32
"1069",1069,"CDMX","Hombres","51 - 60","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",18
"1070",1070,"CDMX","Hombres","31 - 40","Posgrado","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",29
"1071",1071,"Sonora","Hombres","61 - 70","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",15
"1072",1072,"Jalisco","Hombres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",40
"1073",1073,"Querétaro","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",33
"1074",1074,"CDMX","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",20
"1075",1075,"San Luis Potosí","Hombres","31 - 40","Licenciatura","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",29
"1076",1076,"Nuevo León","Mujeres","31 - 40","Licenciatura trunca","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",23
"1077",1077,"CDMX","Mujeres","31 - 40","Licenciatura trunca","Sin empleo","Soltera(o)","En aislamiento","Sí","Sí",33
"1078",1078,"Aguascalientes","Mujeres","41 - 50","Licenciatura","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",20
"1079",1079,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",26
"1080",1080,"Jalisco","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","Sí",27
"1081",1081,"Jalisco","Hombres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","No","No",33
"1082",1082,"Guanajuato","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",30
"1083",1083,"Aguascalientes","Mujeres","51 - 60","Posgrado","Empleo de tiempo parcial","Divorciada(o)/viuda(o)","En aislamiento","No","No",29
"1084",1084,"CDMX","Hombres","21 - 30","Licenciatura trunca","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",21
"1085",1085,"CDMX","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",18
"1086",1086,"CDMX","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue sin cambios","No","No",32
"1087",1087,"Veracruz","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",14
"1088",1088,"Jalisco","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",20
"1089",1089,"Veracruz","Hombres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",13
"1090",1090,"Tamaulipas","Mujeres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",27
